"nombre_color","nombre_set","set_num"
Red,Minecraft Micro World,"21102-1"
Red,"4 x 4 Crawler Exclusive Edition ""BOSS Crawler"" [Co-Creation Model]","41999-1"
Red,Shell Service Station,"648-1"
Red,Creative Box,"10704-1"
Red,Blacksmith Shop,"2508-1"
Red,Venice Canal Chase,"7197-1"
Red,Ninja Glider,"30080-1"
Red,My First Build,"4631-1"
Red,Battle on Scarif,"75171-1"
Red,City Airport -City Logo Box,"10159-1"
Red,Turbo Tiger,"6519-1"
Red,Batman,"50003-1"
Red,Advent Calendar 2010 Kingdoms (Day  7) - Queen with Frog,"7952-8"
Red,LEGOLAND Picture Frame - Deutschland Edition,"40081-2"
Red,Doll's House,"4966-1"
Red,Racer,"3521-1"
Red,Robo Pod,"4346-1"
Red,Small Cafe,"3718-1"
Red,Repair Truck,"3179-1"
Red,Exo Raider,"8381-1"
Red,XL Freestyle Bucket,"4128-1"
Red,Ganrash,"30170-1"
Red,Green Lizard,"7804-1"
Red,Space Police Car,"3015-1"
Red,Imperial AT-ST - UCS,"10174-1"
Red,Fright Knights Flying Machine,"2539-1"
Red,Fire Plane,"4209-1"
Red,Police Helicopter Chase,"10720-1"
Red,Armor Shop,"6041-1"
Red,Kraken Attackin',"6240-1"
Red,Basic Building Set,"010-3"
Red,Fire Response Unit,"60108-1"
Red,Helicopter,"4906-1"
Red,Dragster Transporter,"60151-1"
Red,Cement Mixer,"60018-1"
Red,Curved and Round Bricks (The Building Toy),"423-3"
Red,Bad Cop's Pursuit,"70802-1"
Red,Doors and Windows,"809-1"
Red,The Mystery Machine,"75902-1"
Red,Utility Shuttle,"60078-1"
Red,"4.5V Motor with Wheels (Large Version)","100-2"
Red,Brickmaster Star Wars,"2855113-1"
Red,Rocket Boat,"1189-1"
Red,Modular Modern Home,"31068-1"
Red,Boat,"2025-1"
Red,Advent Calendar 1998 Classic Basic (Day  1)  Airplane,"1298-2"
Red,Jedi Starfighter,"7143-1"
Red,Digger Bucket,"1124-1"
Red,Buzz Saw,"8648-1"
Red,Advent Calendar 2000,"2250-1"
Red,Tanker Truck,"60016-1"
Red,Fire Suitcase,"10685-1"
Red,Witch's Cottage,"5804-1"
Red,Ogel Mutant Squid,"4796-1"
Red,Zoo Care,"10576-1"
Red,Freight and Crane Railway,"4565-1"
Red,Baze Malbus,"75525-1"
Red,Passenger Plane,"7893-1"
Red,Enchanted Island,"6278-1"
Red,NBA Challenge,"3432-1"
Red,Professor Lupin's Classroom,"4752-1"
Red,Large Bucket,"1708-1"
Red,Fire House,"570-1"
Red,Crane and Digger Accessories,"5390-1"
Red,Temple of Doom,"7199-1"
Red,Barney Bear,"3629-1"
Red,Jailbreak Joe,"1786-1"
Red,Lord Business’ Hideout,"70809-1"
Red,Basic Building Set,"547-1"
Red,Nesquik Quicky Racer,"4299-1"
Red,Target Practice,"70101-1"
Red,Mobile Crane,"490-1"
Red,Fire Station,"1308-1"
Red,Kai Fighter,"70721-1"
Red,Basic School Pack - 773 elements with teacher's manual,"1056-1"
Red,Volcano Climber,"8003-1"
Red,Iron Man & Cpt. America,"41492-1"
Red,"1 x 2 Bricks","221-2"
Red,All That Drives Bucket,"4115-1"
Red,Fire Car,"30338-1"
Red,Kylo Ren,"75117-1"
Red,Simple Mechanisms Set,"9630-1"
Red,"LEGO Store Grand Opening Exclusive Set, Wiesbaden, Germany",Wiesbaden-1
Red,The LEGO TECHNIC Team / Team,"8714-1"
Red,Baja Desert Racers,"8363-1"
Red,Jungle Mobile Lab,"60160-1"
Red,Classic Knights Minifigure,"5004419-1"
Red,Death Star II,"10143-1"
Red,Recycling Truck,"4206-2"
Red,Jack in the Box Promotional Set: Stomper,"2121-1"
Red,Power Crane,"8854-1"
Red,Groundskeeper Willie,"71009-13"
Red,Year Of The Snake,"10250-1"
Red,Reconnaisance Helicopter,"852-1"
Red,Danone Promotional Set: Girl,"2840-1"
Red,Treasure Transport,"6033-1"
Red,Advent Calendar 2005 City (Day 17) Oil Barrel & Hand Truck,"7324-18"
Red,"1 x 2 Bricks","1220-2"
Red,Palace Cinema,"10232-1"
Red,Mission 4: Speedboat Rescue,"8633-1"
Red,King's Catapult,"1480-1"
Red,Ferrari 250 GTO,"40192-1"
Red,Manual Road Crossing,"7835-1"
Red,Spinner Battle Arena,"9456-1"
Red,Surfers' Paradise,"5847-1"
Red,"LEGO Store Grand Opening Exclusive Set, Castleton Square, Indianapolis, IN",Indianapolis-1
Red,Big Pirate Ship,"7880-1"
Red,Creator Tub,"5369-1"
Red,Disney Princess™ Collection,"10596-1"
Red,Advent Calendar 2014 City (Day 21) Christmas Present and Stocking,"60063-22"
Red,Rocking Horse,"40035-1"
Red,Creative Bucket,"5538-1"
Red,Battle for Ninjago City,"70728-1"
Red,Malum,"8979-1"
Red,Farm Tractor,"10524-1"
Red,Coca-Cola Referee,"4454-1"
Red,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,"76000-1"
Red,Policemen,"192-1"
Red,Cabana Beach,"6410-1"
Red,Eiffel Tower 1:300 Scale,"10181-1"
Red,Coca-Cola Goal Keeper,"4453-1"
Red,"60024 Advent Calendar 2013, City (Day 20)","60024-21"
Red,EV3 Expansion Set,"45560-1"
Red,"35th Anniversary Bucket","3760-1"
Red,Crab,"7268-1"
Red,Helicopter,"2158-1"
Red,Hospital,"7892-1"
Red,Small Cottage,"326-1"
Red,XXL 2000,"5491-1"
Red,ATV Arrest,"60135-1"
Red,Spider-Man: Spider-Car Pursuit,"10665-1"
Red,Hot Scorcher,"4584-1"
Red,Black Manta Deep Sea Strike,"76027-1"
Red,Tiger’s Mobile Command,"70224-1"
Red,Mountain Rambler,"8820-1"
Red,Fire Vulture,"7703-1"
Red,Taxi Station,"128-1"
Red,Tread Trekker,"8229-1"
Red,FIRST LEGO League Challenge 2014 - World Class,"45800-1"
Red,Tractor,"7634-1"
Red,Halloween Set,"850936-1"
Red,Catwoman Catcycle Chase,"70902-1"
Red,Ninjago Battle Pack,"850632-1"
Red,King Leo's Castle,"6091-1"
Red,Buggy,"8048-1"
Red,Quidditch Practice,"4726-1"
Red,"2 x 2 Curved Bricks","224-3"
Red,Big Rig Snow Getaway,"79116-1"
Red,Sky Flyer I,"8204-1"
Red,Circus Ringmaster - Complete Set,"8684-3"
Red,Stunt Go-Cart,"1363-1"
Red,Little Garden Fairy,"5859-1"
Red,Guarded Treasury,"6094-1"
Red,"Two-Face"" Double Demolition","70915-1"
Red,Aerial Acrobats,"6345-1"
Red,Viking Fortress against the Fafnir Dragon,"7019-1"
Red,Volcano Island,"6248-1"
Red,Catapult Raft,"7070-1"
Red,Hogwarts,"4867-1"
Red,Cannons,"5060-1"
Red,Robby Rabbit and Accordion,"3712-1"
Red,Cargo Railway,"4559-1"
Red,Wing Jumper,"8166-1"
Red,Santa Fe Cars - Set I (mail or baggage car),"10025-1"
Red,Dinosaur Holiday Bauble,"850843-1"
Red,Rose,"852786-1"
Red,Sir Adric,"8704-1"
Red,Identity and Landscape Kit,"2000415-1"
Red,Telephone Booth,"6613-1"
Red,Super Car,"8880-1"
Red,Steam Engine,"7750-1"
Red,"1 x 2 Bricks","421-1"
Red,Passenger Plane,"3181-1"
Red,Citadel of Orlan,"8780-1"
Red,"1 x 1 Bricks","1221-2"
Red,"Advent Calendar 2013, Friends (Day  5) - Stand #1","41016-6"
Red,Piggy Pirate Ship,"75825-1"
Red,Mia's Lemonade Stand,"41027-1"
Red,"1 x 1 Round Bricks","223-2"
Red,Mountain Rescue,"6487-1"
Red,"1 x 1 x 2 Window Frame","214.7-1"
Red,Ninja Shogun's Small Fort,"3077-1"
Red,Knight's Challenge,"6060-1"
Red,Castle Accessories,"5138-1"
Red,Airplane,"1546-1"
Red,Sweeper & Excavator,"60152-1"
Red,Grand Titan,"7701-1"
Red,Go-Cart,"8219-1"
Red,Royal Knight's Castle,"6090-1"
Red,Alpha Team Bomb Squad,"6775-1"
Red,Monthly Mini Model Build June 2009 - Sailing Boat,MMMB009-1
Red,Flo's V8 Café,"8487-1"
Red,Garbage Truck Getaway,"7599-1"
Red,Race Kart,"42048-1"
Red,Duplo Digger,"4986-1"
Red,Tarakava,"8549-1"
Red,Arctic Icebreaker,"60062-1"
Red,Santa,"30182-1"
Red,Pirate Accessories,"5122-1"
Red,"Advent Calendar 2013, Friends (Day  3) - Lamp Post","41016-4"
Red,Medium Bucket,"4214-1"
Red,Fantasy Boat,"3234-1"
Red,The Simpsons House,"71006-1"
Red,Basic Building Set,"337-1"
Red,Fire Command Craft,"7046-1"
Red,Large Dinosaur Bucket,"1705-1"
Red,The Hydra Fortress Smash,"76041-1"
Red,"1 x 1 and 1 x 2 Plates - Red (architectural hobby und modelbau version)","521-12"
Red,Cargo Train Deluxe,"7898-1"
Red,Passenger Plane - Lauda Air Version,"4032-6"
Red,Alien Avenger,"6975-1"
Red,Holiday Ornament with Red Bricks ,"853344-1"
Red,Train Worker Chupa Chups Promotional,"3384-1"
Red,The Nether Railway,"21130-1"
Red,Advent Calendar 2008 City (Day 12) Oven,"7724-13"
Red,Mud Masher / Desert Stormer,"8226-1"
Red,Technology Resource Set,"9609-1"
Red,Ultimate Axl,"70336-1"
Red,Fire Truck,"6643-1"
Red,Balloon Cart,"40108-1"
Red,Shell Tanker Wagon,"7816-1"
Red,Imperial Troop Transport,"75078-1"
Red,ARC-170 Starfighter,"8088-1"
Red,Motion Power,"4895-1"
Red,Mission 1: Jetpack Pursuit,"8631-1"
Red,Finn McMissile,"9480-1"
Red,Ekimu the Mask Maker,"71312-1"
Red,Mini-Wheel Model Maker No. 1,"1-10"
Red,Central Station,"148-1"
Red,Mini Forklift,"8290-1"
Red,Lighting Bricks,"970-1"
Red,X-Wing,SWCOMIC1-1
Red,Nitro Intimidator,"8682-1"
Red,Trash Chomper,"70805-1"
Red,Hoth Echo Base,"7879-1"
Red,Gyro Copter,"8215-1"
Red,"Propellers, Wheels and Rotor Unit","1121-1"
Red,Offshore Rig with Fuel Tanker,"373-1"
Red,Fire Temple,"2507-1"
Red,City Starter Set,"60086-1"
Red,Hang Glider,"1098-1"
Red,"2 x 4 Plates - Red (architectural hobby und modelbau version)","518-12"
Red,Farm Set,"9217-1"
Red,Build and Create,"7837-1"
Red,Airplane,"195-1"
Red,Compact Tracked Loader,"42032-1"
Red,Lewt,"41568-1"
Red,Harry Hardtack and Monkey,"7081-1"
Red,Horse Vet Trailer,"41125-1"
Red,Farm Vehicle and Animals,"197-1"
Red,Guarded Inn,"6067-1"
Red,Town Mini-Figures,"6309-1"
Red,Ninjago Kai,"891501-1"
Red,Turbo Shredder,"2263-1"
Red,X-wing Fighter,"7140-1"
Red,racer polybag,"1202-1"
Red,My First Truck,"10818-1"
Red,Iconic Chess Set,"40174-1"
Red,"10 x 20 Brickplate","700-1"
Red,Castle Equipment,"5184-1"
Red,Recon Ray,"6107-1"
Red,Police ATV,"60006-1"
Red,Rebel Hunter,"6897-1"
Red,Pirate Treasure Hunt,"10679-1"
Red,Motorcycle Transport,"6654-1"
Red,Creative Cakes,"6785-1"
Red,Vintage Minifigure Collection Vol. 4 - 2012 Edition,"5000440-1"
Red,Hydro Racer,"6537-1"
Red,Fire Boat,"7207-1"
Red,Racing Car,"3330-1"
Red,Wreckage Road,"8898-1"
Red,Cities and Transportation,"9723-1"
Red,Rogue Shadow,"7672-1"
Red,"Sloping Ridge and Valley Bricks, Red","283-1"
Red,RC Tracked Racer,"42065-1"
Red,Automatic Direction Changer,"157-2"
Red,Fire Boat,"1248-1"
Red,Crawler Crane,"7632-1"
Red,Crazy Demon,"9092-1"
Red,Pretty Wishes Playhouse,"5890-1"
Red,Basic Set,"1588-1"
Red,Basic Building Set,"720-1"
Red,Regular & Transparent Bricks Bucket,"4119-1"
Red,Heart Book,"40015-1"
Red,Classic Trial Size,"4284-1"
Red,Wiley Fusebot,"71004-14"
Red,Super Cycle Center,"6426-1"
Red,"2-Stud Axles with Grooves (Pack of 100)","991336-1"
Red,Wind Turbine Transport,"7747-1"
Red,Duplo Deluxe Brick Box,"5507-1"
Red,Wild Pod (Toy Fair Nuernberg Promotion),"4349-3"
Red,Advent Calendar 2003 Creator (Day  7) Spaceship,"4024-8"
Red,Hillside House,"5771-1"
Red,Bat Lord,"6007-1"
Red,I Love Tokyo Magnet [Male],"850802-1"
Red,Customized Pick up Truck,"42029-1"
Red,Airline Promotional Set,"2928-1"
Red,Advent Calendar 2000 (Day  6) Waterplane,"2250-7"
Red,Batwing Battle Over Gotham City,"6863-1"
Red,Trees and Flowers,"6305-1"
Red,The Vampire Hearse,"9464-1"
Red,Small House - Left Set,"1212-2"
Red,Speed Boat,"4641-1"
Red,Mirkwood Elf Guard,"30212-1"
Red,Dragon Defender,"6043-1"
Red,Advent Calendar 2008 City (Day 19) Train Worker,"7724-20"
Red,Drag Race Rally,"6568-1"
Red,Surgeo,"41569-1"
Red,Thunder Arrow Boat,"2892-1"
Red,Kitchen,"269-1"
Red,Turtle Lair Invasion,"79117-1"
Red,Construction Truck,"6652-1"
Red,Knights’ Castle,"10676-1"
Red,Borkum Riffgrund 1,"4002015-1"
Red,Duplo Big City Hospital,"5795-1"
Red,F1 Hauler,"6484-1"
Red,"34 sloping profile bricks, including profile peak bricks, Red","981-1"
Red,Jing Lee the Wanderer Chupa Chups Promotional,"3382-1"
Red,Visorak's Gate,"8769-1"
Red,LEGO® Education WeDo Resource Set,"9585-1"
Red,Basic Set,"2-7"
Red,Railway Station,"7824-1"
Red,Happy Beach,FR561607-1
Red,Robo Technology Set [Serial Cable],"9785-1"
Red,Blaze Attack,"3051-1"
Red,Fire Speedboat,"30220-1"
Red,King Crominus’ Rescue,"70227-1"
Red,Interior Designer,"5943-1"
Red,"Dragon Sculpture, Olli the Dragon holding sign (Legoland Deutschland)",LLOlli-1
Red,Car and Caravan,"656-1"
Red,Meltdown,"7148-1"
Red,Large Bucket,"1819-1"
Red,General Store,"3675-1"
Red,Robo Raptor,"2152-1"
Red,Police Heliport,"560-2"
Red,Glade Runner,"6513-1"
Red,Castle Mini Figures,"6103-1"
Red,Animal Adventures Bucket,"4116-1"
Red,Small Santa Claus,"2873-1"
Red,Starter Set 200,"4212-1"
Red,Police Headquarters,"585-1"
Red,Transport Plane,"30189-1"
Red,Train Set,"127-1"
Red,Spy Jet Escape,"8638-1"
Red,Basic Building Set,"540-1"
Red,Trade Federation AAT,"7155-1"
Red,Service Truck,"42008-1"
Red,Danone Promotional Set: Impala,"2133-1"
Red,The Iron Golem,"21123-1"
Red,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile","4428-25"
Red,Air Chase,"6735-1"
Red,Warehouse,"341-1"
Red,Advent Calendar 1999 (Day 11) Dog,"1076-12"
Red,Knight's Stronghold,"6059-1"
Red,Train Wheels,"1110-1"
Red,Girl,"1726-1"
Red,Ewok Attack,"7956-1"
Red,House Project Set,"970675-1"
Red,Micro Manager Battle,"30281-1"
Red,Grandstand with Lights,"3402-1"
Red,Helicopter Rescue,"4429-1"
Red,World of Bricks {Blue Bucket},"4028-1"
Red,Colour T.V. and Chair,"274-1"
Red,Supplementary Set,"1077-1"
Red,Horse Trailer,"6359-1"
Red,King's Archer,"1624-1"
Red,Droid Gunship,"75042-1"
Red,Century Skyway,"6597-1"
Red,Aquazone Accessories,"5160-1"
Red,Small Ship Set,"30-2"
Red,Bi-Wing Baron,"5928-1"
Red,Mini Robot,"1969-1"
Red,Geoffrey & Friends,"40228-1"
Red,Santa on Sleigh with Reindeer,"1628-1"
Red,Ferry,"311-1"
Red,Jedi Starfighter with Hyperdrive Booster Ring,"7661-1"
Red,Horse Cart,"6022-1"
Red,Universal School Set,"9453-1"
Red,Meteor Strike,"3850-1"
Red,"Rathtar"" Escape","75180-1"
Red,The Riddler Riddle Racer,"70903-1"
Red,Basic Set,"1598-1"
Red,Magnetic Couplings,"160-1"
Red,Olivia's Garden Pool,"41090-1"
Red,Shipwreck Island,"6260-1"
Red,Large House Set,"15-2"
Red,V-19 Torrent,"7674-1"
Red,SUV with Watercraft,"60058-1"
Red,Emergency Response Center,"6479-1"
Red,Super Hero Airport Battle,"76051-1"
Red,Rescue Helicopter,"610-2"
Red,Basic Set with Storage Case,"1944-1"
Red,Transport Truck,"5765-1"
Red,Nyiregyhaza Factory,"4000011-1"
Red,TECHNIC Beams and Plates [Red],"5249-1"
Red,Pirates' Plunder,"6237-1"
Red,Crawler Crane,"42042-1"
Red,B-Wing,"75050-1"
Red,Shark,"7805-1"
Red,Super Heroes Unite - Phoenix Jean Gray - San Diego Comic-Con 2012 Exclusive,comcon021-1
Red,Gas Transit,"6594-1"
Red,Tower,"6740-1"
Red,"31 bricks with 2, 4 and 6 studs","919-1"
Red,Hans Christian Andersen Bucket,"7870-1"
Red,Lord of Skull Spiders,"70790-1"
Red,Policemen,"6308-1"
Red,Fire Car,"30221-1"
Red,LEGO® DIMENSIONS™ Eris Fun Pack,"71232-1"
Red,Advent Calendar 2014 City (Day 23) Tricycle,"60063-24"
Red,Jokerland,"76035-1"
Red,Vacation House,"6349-1"
Red,Squidman's Pitstop - Limited Edition,"5980-1"
Red,Coast Guard Helicopter and Life Raft,"7738-1"
Red,Draida Bay,"3857-1"
Red,Diagon Alley Shops,"4723-1"
Red,Car,"1741-1"
Red,Roof Tiles,"6119-1"
Red,Medieval Market Village,"10193-1"
Red,Offroad Power,"5893-1"
Red,Battle Arena,"2520-1"
Red,Royal King's Castle,"10176-1"
Red,Power Pack Motor Set,"8735-1"
Red,Bugatti Chiron,"75878-1"
Red,Space Port Jet,"6465-1"
Red,Sabah Promotional Set: Yacht,"1823-1"
Red,Mini Taurus,"3864-1"
Red,Luke's Landspeeder,"8092-1"
Red,Toa Mahri Matoro,"8915-1"
Red,Ambulance and Helicopter,"653-1"
Red,Snowman Building Set,"40008-1"
Red,Maersk Container Train,"10219-1"
Red,Large Bulk Bucket,"2453-1"
Red,Batman Classic TV Series - Batcave,"76052-1"
Red,Advent Calendar 2007 Belville (Day 13) Fruit Cup and Bottles,"7600-14"
Red,Ultimate General Magmar,"70338-1"
Red,TIE Fighter,"9492-1"
Red,Mobile Crane (Plate Base),"128-3"
Red,Skopio XV-1,"8996-1"
Red,Whirl and Wheel Super Truck,"5590-1"
Red,"Vladek (USA version with 6 Cards, Target Promo)","8786-2"
Red,Maiden's Cart,"6023-1"
Red,Pre-School Large Set,"503-2"
Red,Treasure Raiders set with Mummy Storage Container,"5909-1"
Red,Storage Case,"781-1"
Red,Off Road Racer,"7800-1"
Red,Police Building Set,"4636-1"
Red,Advent Calendar 2009 City (Day 21) Lumberjack,"7687-22"
Red,Mars Exploration,"979760-1"
Red,Auto Service Truck,"646-1"
Red,Danone Promotional Set: Bison,"2134-1"
Red,Black Pearl,"4184-1"
Red,Airport - ANA Version,"7894-2"
Red,TECHNIC I: Simple Machines Set,"1030-1"
Red,Cannons and Wheels,"5134-1"
Red,Toys 'R' Us Truck,"7848-1"
Red,High Speed Chase,"60007-1"
Red,Gas Stop Shop,"6562-1"
Red,A-wing Fighter,"7134-1"
Red,"Advent Calendar 2001, Creator (Day 11) Speedboat","4124-12"
Red,Hydro,"41565-1"
Red,Fire Chief's Car,"6612-1"
Red,My First Gas Station,"6171-1"
Red,"Santa Fe Super Chief, NOT the Limited Edition","10020-1"
Red,"1 x 1 x 2 Window, Red or White","457-1"
Red,Speed Splash,"6567-1"
Red,Ogel Mutant Ray,"4788-1"
Red,Magma Mech,"8189-1"
Red,Ice Blade,"4743-1"
Red,Medium Bucket,"4224-1"
Red,Doc Ock's Fusion Lab,"4857-1"
Red,Connections Kit,"2000431-1"
Red,Race Car Repair,"1518-1"
Red,Kylo Ren’s Command Shuttle™,"75104-1"
Red,Universal Building Set,"9-1"
Red,Box of Bricks,"4781-1"
Red,Pick-Up Tow Truck,"9395-1"
Red,Duplo Supplementary Bricks,"2312-1"
Red,Imperial Inspection,"7264-1"
Red,Build-A-Santa,"1978-1"
Red,Emperor Palpatine’s Shuttle,"8096-1"
Red,Mother and Baby with Dog,"211-1"
Red,Jeep CJ-5,"711-1"
Red,Summer Caravan,"41034-1"
Red,Legends of Chima Minifigure Accessory Set,"850910-1"
Red,Introducing Crater Critters,"1785-1"
Red,Jestro's Headquarters,"70352-1"
Red,Mini Dumper,"6507-1"
Red,Mini Rex,"4079-1"
Red,Parrot,"30021-1"
Red,Mickey's Workshop,"10829-1"
Red,High-Speed Passenger Train,"60051-1"
Red,T-16 Skyhopper,"4477-1"
Red,Nitro Race Team,"8473-1"
Red,Creator Exclusive,"4014-1"
Red,"2 x 8 & 2 x 10 Bricks","1215-2"
Red,Stealth Hunter,"7700-1"
Red,Rally Car,"10589-1"
Red,Destiny's Shadow,"70623-1"
Red,Big Rig Truck Stop,"6393-1"
Red,Airport,"3671-1"
Red,Droid Escape,"7106-1"
Red,Grand Prix Racer,"42000-1"
Red,"Advent Calendar 2013, Friends (Day 16) - Skates with Flower in Snow","41016-17"
Red,Ferrari Formula 1 Racing Car,"2556-1"
Red,Buildings,"4406-1"
Red,Worriz' Fire Bike,"30265-1"
Red,Fierce Creatures,"4994-1"
Red,Repair Lift,"30229-1"
Red,Siege Tower,"6061-1"
Red,Sterling Airways Biplane,"1555-2"
Red,My First LEGO Set,"10657-1"
Red,"Lots of Extra Basic Bricks, 5+","639-1"
Red,Trees & Flowers,"9-2"
Red,Turbo / City Slizer,"8502-1"
Red,Police Pursuit,"60128-1"
Red,The Zombies,"9465-1"
Red,Red’s Water Rescue,"9484-1"
Red,Roadster,"121-1"
Red,Kai's Fire Mech,"70500-1"
Red,Cloud Cuckoo Palace,"70803-1"
Red,Build Your Own Adventure with Liza Mini-Doll and Touring Car,"11908-1"
Red,Lego Brand Retail Store,"3300003-1"
Red,Gear Grinders,"4883-1"
Red,Rescue Helicopter,"6626-1"
Red,Advent Calendar 2008 Castle (Day 15) - Cooking Pot with Snake,"7979-16"
Red,Wizwuz,"41526-1"
Red,Play with Letters,"6051-1"
Red,Deep Sea Raider,"7984-1"
Red,Track Racer,"7613-1"
Red,Crocodile Cage,"6246-1"
Red,Police Boat,"709-1"
Red,Aira's Creative Workshop,"41071-1"
Red,Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive,comcon002-1
Red,Monthly Mini Model Build November 2013 - Tractor,"40071-1"
Red,Individual 2 x 14 Bricks,"700.28-1"
Red,Krusty Krab,"3825-1"
Red,Kopaka and Melum - Unity set,"71311-1"
Red,Tremor Track Infiltration,"70161-1"
Red,Garage,"1236-2"
Red,Sergeant Jyn Erso,"75119-1"
Red,Advent Calendar 1999 (Day 13) Hovercraft,"1076-14"
Red,"Santa, Tree, and Present","7224-1"
Red,Skateboard Challenge,"6738-1"
Red,Advent Calendar 1998 Classic Basic (Day 16) Boat,"1298-17"
Red,"Advent Calendar 2013, City (Day  6)","60024-7"
Red,WU-CRU Training Dojo,"30424-1"
Red,Luke Skywalker™,"75110-1"
Red,Shovel Truck,"6603-1"
Red,Emma,"5410-1"
Red,Super Model,"1593-1"
Red,Lufthansa Flight Crew,"1561-2"
Red,Ferrari 599 GTB Fiorano 1:10,"8145-1"
Red,Cinderella’s Romantic Castle,"41055-1"
Red,First Order Special Forces TIE Fighter Set,"30276-1"
Red,Baby Calf,"10521-1"
Red,Snowboard Boarder Cross Race,"3538-1"
Red,Forest: Ducks,"10581-1"
Red,"1 x 6 x 2 Shuttered Windows, Red or White","453-2"
Red,Blacksmith Shop,"6040-1"
Red,Crocodile Legend Beast,"70126-1"
Red,Krika,"8694-1"
Red,Lava,"8510-1"
Red,Red Bands (Pack of 25),"970121-1"
Red,"Benny’s Spaceship, Spaceship, SPACESHIP!","70816-1"
Red,Service Truck,"60073-1"
Red,Red Five X-Wing Starfighter,"10240-1"
Red,Demolition Site,"60076-1"
Red,ETX Alien Mothership Assault,"7691-1"
Red,Windsurfer,"1958-1"
Red,Doors Windows and Roof Tiles,"9243-1"
Red,Carnage's Shield Sky Attack,"76036-1"
Red,International Jetport,"6396-1"
Red,"2 Large Wheels with Accessories","901-2"
Red,Twin Rotor Helicopter,"42020-1"
Red,Basic Building Set Trial Size,"1495-1"
Red,Sabah Promotional Set: Toucan,"2163-1"
Red,Jake and the Never Land Pirates Treasure Island,"10604-1"
Red,Basic Bulk Tub (Overseas Version),"3033-2"
Red,Diesel Dumper,"6532-1"
Red,Uplink,"7708-1"
Red,BuildToExpress Set,"45110-1"
Red,Le Fleuriste Collector Vase - Rapid Flore Pop Color,lfv1-1
Red,Skull Island,"6279-1"
Red,Krog,"41539-1"
Red,Racer X & Taejo Togokhan,"8159-1"
Red,Zero Tornado & Hot Rock,"4595-1"
Red,TIE Fighter Collection,"10131-1"
Red,Scorpio,"2236-1"
Red,Lego Brickmaster Ninjago (Hardcover),DKNinjago-1
Red,Basic Motor Set,"810-1"
Red,Sopwith Camel,"3451-1"
Red,Vicious Viper,"8231-1"
Red,Ford Mustang GT,"75871-1"
Red,Holiday Train,"10173-1"
Red,Red Beard Runner,"6289-1"
Red,Shell Station,"40195-1"
Red,Blue Roadster,"6913-1"
Red,Ferrari F1 Truck 1:55,"8153-1"
Red,Bat Strike,"70137-1"
Red,Snake Battle,"30085-1"
Red,Jetrax T6,"8942-1"
Red,Large Ship Set,"32-2"
Red,Space Police Central,"5985-1"
Red,Titanium Command Rig,"8964-1"
Red,Bone Cruncher,"9093-1"
Red,Summer Riding Camp,"3185-1"
Red,Lego Dacta Community Vehicles,"9365-1"
Red,Antroz,"8691-1"
Red,Superman: Metropolis Showdown,"76002-1"
Red,Martinair DC-9,"1611-2"
Red,Advent Calendar 2014 Star Wars (Day 24) - Santa Darth Vader,"75056-25"
Red,Keys for Wind-Up Motor,"1205-1"
Red,Motorized Freight or Passenger Train (Sears Exclusive),"118-3"
Red,Bricks'n Motor Set,"140-2"
Red,Train with 12V Electric Motor,"720-2"
Red,Swamp Police Station,"60069-1"
Red,Cameraman 2,"4063-1"
Red,Red Ridge Tiles,"10162-1"
Red,Beauty Salon,"3623-1"
Red,Advent Calendar 2008 City (Day  5) Freezer Chest and Umbrella,"7724-6"
Red,Aqua Pod,"4339-1"
Red,Brick Box,"5416-1"
Red,Obi-Wan Kenobi™,"75109-1"
Red,Fire Cruiser,"4601-1"
Red,Camillot,"41557-1"
Red,Airplane,"4038-1"
Red,"MERCEDES AMG PETRONAS Formula One"" Team","75883-1"
Red,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat,"6299-17"
Red,Gift Package (Lego Mursten),"700GP6-1"
Red,Life of George,"21200-1"
Red,Med-Star Rescue Plane,"6356-1"
Red,Basic Building Set + Storage Case,"1932-1"
Red,First Order Battle Pack,"75132-1"
Red,Universal Building Set,"722-1"
Red,TIE Fighter & Y-wing (re-release of 7150),"7152-1"
Red,Batman vs. Mr. Freeze,"10737-1"
Red,Spyrius Fold-Wing Spacecraft,"1843-2"
Red,Turkey,"40091-1"
Red,Championship Challenge,"3409-3"
Red,Mickey's Fishing Adventure,"4178-1"
Red,ROCKA Stealth Machine,"44019-1"
Red,Fire Boat,"4992-1"
Red,Early Simple Machines Set,"9656-1"
Red,Ferrari 248 F1 Team (Schumacher Edition),"8144-1"
Red,Wondrous Weightlifter - Team GB Complete Set with Stand and Accessories,"8909-7"
Red,Manual Control Set 1,"1039-1"
Red,Basic Set Trial Size,"1523-1"
Red,Monthly Mini Model Build July 2013 - Crab,"40067-1"
Red,Car Transport Depot,"7839-1"
Red,RoboSports,"9730-1"
Red,Action Figures,"8712-1"
Red,Lehvak,"8564-1"
Red,Arkham Asylum Breakout,"10937-1"
Red,"Advent Calendar 2013, Friends (Day  9) - Basket","41016-10"
Red,Beachside Vacation,"31063-1"
Red,Quad Bike,"9392-1"
Red,Wheels and Tires,"936-1"
